Input file,Prediction
./images/test\Berlin_crop_25.png,Barcelona.jpg
./images/test\Berlin_crop_26.png,Barcelona.jpg
./images/test\Berlin_crop_27.png,Barcelona.jpg
./images/test\Berlin_crop_28.png,Barcelona.jpg
./images/test\Berlin_crop_29.png,Barcelona.jpg
./images/test\Berlin_crop_3.png,Barcelona.jpg
./images/test\Berlin_crop_30.png,Stockholm.jpg
./images/test\Berlin_crop_31.png,Barcelona.jpg
./images/test\Berlin_crop_32.png,Barcelona.jpg
./images/test\Berlin_crop_33.png,Barcelona.jpg
./images/test\Berlin_crop_35.png,Barcelona.jpg
./images/test\Berlin_crop_36.png,Barcelona.jpg
./images/test\Berlin_crop_37.png,Barcelona.jpg
./images/test\Berlin_crop_38.png,Barcelona.jpg
./images/test\Berlin_crop_39.png,Barcelona.jpg
./images/test\Berlin_crop_4.png,Barcelona.jpg
./images/test\Berlin_crop_40.png,Barcelona.jpg
./images/test\Berlin_crop_41.png,Barcelona.jpg
./images/test\Berlin_crop_42.png,Barcelona.jpg
./images/test\Berlin_crop_43.png,Barcelona.jpg
./images/test\Berlin_crop_44.png,Barcelona.jpg
./images/test\Berlin_crop_45.png,Barcelona.jpg
./images/test\Berlin_crop_46.png,Barcelona.jpg
./images/test\Berlin_crop_47.png,Barcelona.jpg
./images/test\Berlin_crop_48.png,Barcelona.jpg
./images/test\Berlin_crop_49.png,Barcelona.jpg
./images/test\Berlin_crop_5.png,Barcelona.jpg
./images/test\Berlin_crop_51.png,Stockholm.jpg
./images/test\Berlin_crop_52.png,Barcelona.jpg
./images/test\Berlin_crop_53.png,Stockholm.jpg
./images/test\Berlin_crop_54.png,Barcelona.jpg
./images/test\Berlin_crop_55.png,Barcelona.jpg
./images/test\Berlin_crop_56.png,Barcelona.jpg
./images/test\Berlin_crop_57.png,Barcelona.jpg
./images/test\Berlin_crop_58.png,Barcelona.jpg
./images/test\Berlin_crop_59.png,Barcelona.jpg
./images/test\Berlin_crop_6.png,Barcelona.jpg
./images/test\Berlin_crop_60.png,Barcelona.jpg
./images/test\Berlin_crop_61.png,Barcelona.jpg
./images/test\Berlin_crop_62.png,Barcelona.jpg
./images/test\Berlin_crop_63.png,Berlin.jpg
./images/test\Berlin_crop_64.png,Barcelona.jpg
./images/test\Berlin_crop_65.png,Barcelona.jpg
./images/test\Berlin_crop_66.png,Barcelona.jpg
./images/test\Berlin_crop_67.png,Barcelona.jpg
./images/test\Berlin_crop_68.png,Barcelona.jpg
./images/test\Berlin_crop_69.png,Barcelona.jpg
./images/test\Berlin_crop_7.png,Barcelona.jpg
./images/test\Berlin_crop_70.png,Barcelona.jpg
./images/test\Berlin_crop_71.png,Barcelona.jpg
./images/test\Berlin_crop_72.png,Barcelona.jpg
./images/test\Berlin_crop_73.png,Barcelona.jpg
./images/test\Berlin_crop_75.png,Barcelona.jpg
./images/test\Berlin_crop_76.png,Barcelona.jpg
./images/test\Berlin_crop_77.png,Barcelona.jpg
./images/test\Berlin_crop_79.png,Barcelona.jpg
./images/test\Berlin_crop_8.png,Barcelona.jpg
./images/test\Berlin_crop_80.png,Barcelona.jpg
./images/test\Berlin_crop_81.png,Barcelona.jpg
./images/test\Berlin_crop_82.png,Barcelona.jpg
./images/test\Berlin_crop_83.png,Barcelona.jpg
./images/test\Berlin_crop_84.png,Barcelona.jpg
./images/test\Berlin_crop_85.png,Barcelona.jpg
./images/test\Berlin_crop_86.png,Barcelona.jpg
./images/test\Berlin_crop_87.png,Barcelona.jpg
./images/test\Berlin_crop_88.png,Barcelona.jpg
./images/test\Berlin_crop_89.png,Barcelona.jpg
./images/test\Berlin_crop_9.png,Barcelona.jpg
./images/test\Berlin_crop_90.png,Barcelona.jpg
./images/test\Berlin_crop_91.png,Barcelona.jpg
./images/test\Berlin_crop_92.png,Barcelona.jpg
./images/test\Berlin_crop_93.png,Barcelona.jpg
./images/test\Berlin_crop_94.png,Barcelona.jpg
./images/test\Berlin_crop_95.png,Barcelona.jpg
./images/test\Berlin_crop_96.png,Barcelona.jpg
./images/test\Berlin_crop_97.png,Barcelona.jpg
./images/test\Berlin_crop_98.png,Barcelona.jpg
./images/test\Berlin_crop_99.png,Barcelona.jpg
./images/test\Budapest_crop_0.png,Barcelona.jpg
./images/test\Budapest_crop_1.png,Barcelona.jpg
./images/test\Budapest_crop_10.png,Barcelona.jpg
./images/test\Budapest_crop_11.png,Barcelona.jpg
./images/test\Budapest_crop_12.png,Barcelona.jpg
./images/test\Budapest_crop_13.png,Barcelona.jpg
./images/test\Budapest_crop_14.png,Barcelona.jpg
./images/test\Budapest_crop_15.png,Barcelona.jpg
./images/test\Budapest_crop_16.png,Stockholm.jpg
./images/test\Budapest_crop_17.png,Barcelona.jpg
./images/test\Budapest_crop_18.png,Barcelona.jpg
./images/test\Budapest_crop_19.png,Barcelona.jpg
./images/test\Budapest_crop_2.png,Barcelona.jpg
./images/test\Budapest_crop_20.png,Stockholm.jpg
./images/test\Budapest_crop_21.png,Barcelona.jpg
./images/test\Budapest_crop_22.png,Barcelona.jpg
./images/test\Budapest_crop_23.png,Barcelona.jpg
./images/test\Budapest_crop_24.png,Barcelona.jpg
./images/test\Budapest_crop_25.png,Barcelona.jpg
./images/test\Budapest_crop_26.png,Barcelona.jpg
./images/test\Budapest_crop_27.png,Barcelona.jpg
./images/test\Budapest_crop_28.png,Barcelona.jpg
./images/test\Budapest_crop_29.png,Barcelona.jpg
./images/test\Budapest_crop_3.png,Barcelona.jpg
./images/test\Budapest_crop_30.png,Barcelona.jpg
./images/test\Budapest_crop_31.png,Barcelona.jpg
./images/test\Budapest_crop_32.png,Barcelona.jpg
./images/test\Budapest_crop_33.png,Barcelona.jpg
./images/test\Budapest_crop_34.png,Barcelona.jpg
./images/test\Budapest_crop_35.png,Barcelona.jpg
./images/test\Budapest_crop_36.png,Barcelona.jpg
./images/test\Budapest_crop_37.png,Barcelona.jpg
./images/test\Budapest_crop_38.png,Barcelona.jpg
./images/test\Budapest_crop_39.png,Barcelona.jpg
./images/test\Budapest_crop_4.png,Barcelona.jpg
./images/test\Budapest_crop_40.png,Barcelona.jpg
./images/test\Budapest_crop_41.png,Barcelona.jpg
./images/test\Budapest_crop_42.png,Barcelona.jpg
./images/test\Budapest_crop_43.png,Barcelona.jpg
./images/test\Budapest_crop_44.png,Barcelona.jpg
./images/test\Budapest_crop_45.png,Barcelona.jpg
./images/test\Budapest_crop_46.png,Barcelona.jpg
./images/test\Budapest_crop_47.png,Barcelona.jpg
./images/test\Budapest_crop_48.png,Barcelona.jpg
./images/test\Budapest_crop_49.png,Barcelona.jpg
./images/test\Budapest_crop_5.png,Barcelona.jpg
./images/test\Budapest_crop_50.png,Barcelona.jpg
./images/test\Budapest_crop_51.png,Barcelona.jpg
./images/test\Budapest_crop_52.png,Barcelona.jpg
./images/test\Budapest_crop_53.png,Barcelona.jpg
./images/test\Budapest_crop_54.png,Barcelona.jpg
./images/test\Budapest_crop_55.png,Barcelona.jpg
./images/test\Budapest_crop_56.png,Barcelona.jpg
./images/test\Budapest_crop_57.png,Stockholm.jpg
./images/test\Budapest_crop_58.png,Barcelona.jpg
./images/test\Budapest_crop_59.png,Barcelona.jpg
./images/test\Budapest_crop_6.png,Barcelona.jpg
./images/test\Budapest_crop_60.png,Barcelona.jpg
./images/test\Budapest_crop_61.png,Barcelona.jpg
./images/test\Budapest_crop_62.png,Barcelona.jpg
./images/test\Budapest_crop_63.png,Barcelona.jpg
./images/test\Budapest_crop_64.png,Barcelona.jpg
./images/test\Budapest_crop_65.png,Stockholm.jpg
./images/test\Budapest_crop_66.png,Barcelona.jpg
./images/test\Budapest_crop_67.png,Barcelona.jpg
./images/test\Budapest_crop_68.png,Barcelona.jpg
./images/test\Budapest_crop_69.png,Stockholm.jpg
./images/test\Budapest_crop_7.png,Stockholm.jpg
./images/test\Budapest_crop_70.png,Barcelona.jpg
./images/test\Budapest_crop_71.png,Barcelona.jpg
./images/test\Budapest_crop_72.png,Barcelona.jpg
./images/test\Budapest_crop_73.png,Barcelona.jpg
./images/test\Budapest_crop_74.png,Barcelona.jpg
./images/test\Budapest_crop_75.png,Stockholm.jpg
./images/test\Budapest_crop_78.png,Barcelona.jpg
./images/test\Budapest_crop_79.png,Barcelona.jpg
./images/test\Budapest_crop_8.png,Barcelona.jpg
./images/test\Budapest_crop_80.png,Budapest.jpg
./images/test\Budapest_crop_81.png,Barcelona.jpg
./images/test\Budapest_crop_82.png,Barcelona.jpg
./images/test\Budapest_crop_83.png,Barcelona.jpg
./images/test\Budapest_crop_84.png,Barcelona.jpg
./images/test\Budapest_crop_85.png,Budapest.jpg
./images/test\Budapest_crop_86.png,Barcelona.jpg
./images/test\Budapest_crop_87.png,Barcelona.jpg
./images/test\Budapest_crop_88.png,Barcelona.jpg
./images/test\Budapest_crop_89.png,Barcelona.jpg
./images/test\Budapest_crop_9.png,Barcelona.jpg
./images/test\Budapest_crop_90.png,Barcelona.jpg
./images/test\Budapest_crop_91.png,Barcelona.jpg
./images/test\Budapest_crop_92.png,Barcelona.jpg
./images/test\Budapest_crop_93.png,Barcelona.jpg
./images/test\Budapest_crop_95.png,Barcelona.jpg
./images/test\Budapest_crop_96.png,Barcelona.jpg
./images/test\Budapest_crop_97.png,Budapest.jpg
./images/test\Budapest_crop_99.png,Barcelona.jpg
./images/test\London_crop_0.png,Barcelona.jpg
./images/test\London_crop_1.png,Barcelona.jpg
./images/test\London_crop_10.png,Barcelona.jpg
./images/test\London_crop_12.png,Barcelona.jpg
./images/test\London_crop_14.png,Barcelona.jpg
./images/test\London_crop_15.png,Barcelona.jpg
./images/test\London_crop_16.png,Barcelona.jpg
./images/test\London_crop_17.png,Barcelona.jpg
./images/test\London_crop_18.png,Barcelona.jpg
./images/test\London_crop_19.png,Barcelona.jpg
./images/test\London_crop_2.png,Barcelona.jpg
./images/test\London_crop_20.png,Barcelona.jpg
./images/test\London_crop_21.png,Barcelona.jpg
./images/test\London_crop_22.png,Barcelona.jpg
./images/test\London_crop_24.png,Barcelona.jpg
./images/test\London_crop_25.png,Barcelona.jpg
./images/test\London_crop_26.png,Barcelona.jpg
./images/test\London_crop_28.png,Barcelona.jpg
./images/test\London_crop_29.png,Barcelona.jpg
./images/test\London_crop_3.png,Barcelona.jpg
./images/test\London_crop_31.png,Barcelona.jpg
./images/test\London_crop_32.png,Barcelona.jpg
./images/test\London_crop_33.png,Barcelona.jpg
./images/test\London_crop_34.png,Barcelona.jpg
./images/test\London_crop_35.png,Barcelona.jpg
./images/test\London_crop_36.png,Barcelona.jpg
./images/test\London_crop_37.png,Barcelona.jpg
./images/test\London_crop_38.png,Barcelona.jpg
./images/test\London_crop_4.png,Barcelona.jpg
./images/test\London_crop_41.png,Stockholm.jpg
./images/test\London_crop_43.png,Barcelona.jpg
./images/test\London_crop_44.png,Barcelona.jpg
./images/test\London_crop_45.png,Barcelona.jpg
./images/test\London_crop_46.png,Barcelona.jpg
./images/test\London_crop_47.png,Barcelona.jpg
./images/test\London_crop_48.png,Barcelona.jpg
./images/test\London_crop_49.png,Barcelona.jpg
./images/test\London_crop_5.png,Barcelona.jpg
./images/test\London_crop_50.png,Barcelona.jpg
./images/test\London_crop_51.png,Barcelona.jpg
./images/test\London_crop_52.png,Barcelona.jpg
./images/test\London_crop_53.png,Barcelona.jpg
./images/test\London_crop_54.png,Barcelona.jpg
./images/test\London_crop_55.png,Barcelona.jpg
./images/test\London_crop_56.png,Barcelona.jpg
./images/test\London_crop_57.png,Barcelona.jpg
./images/test\London_crop_58.png,Barcelona.jpg
./images/test\London_crop_59.png,Barcelona.jpg
./images/test\London_crop_6.png,Barcelona.jpg
./images/test\London_crop_60.png,Barcelona.jpg
./images/test\London_crop_61.png,Barcelona.jpg
./images/test\London_crop_62.png,Barcelona.jpg
./images/test\London_crop_63.png,Barcelona.jpg
./images/test\London_crop_64.png,Barcelona.jpg
./images/test\London_crop_65.png,Barcelona.jpg
./images/test\London_crop_66.png,Barcelona.jpg
./images/test\London_crop_67.png,Barcelona.jpg
./images/test\London_crop_68.png,Barcelona.jpg
./images/test\London_crop_7.png,Barcelona.jpg
./images/test\London_crop_70.png,Stockholm.jpg
./images/test\London_crop_72.png,Barcelona.jpg
./images/test\London_crop_73.png,Barcelona.jpg
./images/test\London_crop_74.png,Barcelona.jpg
./images/test\London_crop_75.png,Barcelona.jpg
./images/test\London_crop_77.png,Barcelona.jpg
./images/test\London_crop_78.png,Barcelona.jpg
./images/test\London_crop_79.png,Barcelona.jpg
./images/test\London_crop_80.png,Barcelona.jpg
./images/test\London_crop_82.png,Barcelona.jpg
./images/test\London_crop_83.png,Barcelona.jpg
./images/test\London_crop_85.png,Barcelona.jpg
./images/test\London_crop_86.png,Barcelona.jpg
./images/test\London_crop_87.png,Barcelona.jpg
./images/test\London_crop_88.png,Barcelona.jpg
./images/test\London_crop_89.png,Barcelona.jpg
./images/test\London_crop_9.png,Barcelona.jpg
./images/test\London_crop_90.png,Barcelona.jpg
./images/test\London_crop_91.png,Barcelona.jpg
./images/test\London_crop_92.png,Barcelona.jpg
./images/test\London_crop_93.png,Barcelona.jpg
./images/test\London_crop_94.png,Barcelona.jpg
./images/test\London_crop_95.png,Barcelona.jpg
./images/test\London_crop_96.png,Barcelona.jpg
./images/test\London_crop_97.png,Barcelona.jpg
./images/test\London_crop_99.png,Barcelona.jpg
./images/test\Madrid_crop_0.png,Barcelona.jpg
./images/test\Madrid_crop_1.png,Barcelona.jpg
./images/test\Madrid_crop_10.png,Stockholm.jpg
./images/test\Madrid_crop_11.png,Barcelona.jpg
./images/test\Madrid_crop_12.png,Barcelona.jpg
./images/test\Madrid_crop_13.png,Barcelona.jpg
./images/test\Madrid_crop_14.png,Barcelona.jpg
./images/test\Madrid_crop_15.png,Barcelona.jpg
./images/test\Madrid_crop_16.png,Madrid.jpg
./images/test\Madrid_crop_17.png,Barcelona.jpg
./images/test\Madrid_crop_18.png,Barcelona.jpg
./images/test\Madrid_crop_19.png,Barcelona.jpg
./images/test\Madrid_crop_2.png,Barcelona.jpg
./images/test\Madrid_crop_20.png,Barcelona.jpg
./images/test\Madrid_crop_21.png,Barcelona.jpg
./images/test\Madrid_crop_22.png,Barcelona.jpg
./images/test\Madrid_crop_23.png,Barcelona.jpg
./images/test\Madrid_crop_24.png,Barcelona.jpg
./images/test\Madrid_crop_25.png,Stockholm.jpg
./images/test\Madrid_crop_26.png,Barcelona.jpg
./images/test\Madrid_crop_27.png,Barcelona.jpg
./images/test\Madrid_crop_28.png,Barcelona.jpg
./images/test\Madrid_crop_29.png,Barcelona.jpg
./images/test\Madrid_crop_3.png,Barcelona.jpg
./images/test\Madrid_crop_30.png,Barcelona.jpg
./images/test\Madrid_crop_31.png,Barcelona.jpg
./images/test\Madrid_crop_32.png,Barcelona.jpg
./images/test\Madrid_crop_33.png,Stockholm.jpg
./images/test\Madrid_crop_34.png,Barcelona.jpg
./images/test\Madrid_crop_35.png,Barcelona.jpg
./images/test\Madrid_crop_36.png,Barcelona.jpg
./images/test\Madrid_crop_37.png,Barcelona.jpg
./images/test\Madrid_crop_38.png,Barcelona.jpg
./images/test\Madrid_crop_39.png,Barcelona.jpg
./images/test\Madrid_crop_4.png,Barcelona.jpg
./images/test\Madrid_crop_40.png,Barcelona.jpg
./images/test\Madrid_crop_41.png,Barcelona.jpg
./images/test\Madrid_crop_42.png,Barcelona.jpg
./images/test\Madrid_crop_43.png,Barcelona.jpg
./images/test\Madrid_crop_44.png,Barcelona.jpg
./images/test\Madrid_crop_45.png,Barcelona.jpg
./images/test\Madrid_crop_46.png,Barcelona.jpg
./images/test\Madrid_crop_47.png,Barcelona.jpg
./images/test\Madrid_crop_48.png,Barcelona.jpg
./images/test\Madrid_crop_49.png,Barcelona.jpg
./images/test\Madrid_crop_5.png,Barcelona.jpg
./images/test\Madrid_crop_50.png,Stockholm.jpg
./images/test\Madrid_crop_51.png,Barcelona.jpg
./images/test\Madrid_crop_52.png,Barcelona.jpg
./images/test\Madrid_crop_53.png,Barcelona.jpg
./images/test\Madrid_crop_54.png,Barcelona.jpg
./images/test\Madrid_crop_55.png,Barcelona.jpg
./images/test\Madrid_crop_56.png,Barcelona.jpg
./images/test\Madrid_crop_57.png,Barcelona.jpg
./images/test\Madrid_crop_58.png,Barcelona.jpg
./images/test\Madrid_crop_59.png,Barcelona.jpg
./images/test\Madrid_crop_6.png,Madrid.jpg
./images/test\Madrid_crop_60.png,Barcelona.jpg
./images/test\Madrid_crop_61.png,Barcelona.jpg
./images/test\Madrid_crop_62.png,Barcelona.jpg
./images/test\Madrid_crop_64.png,Barcelona.jpg
./images/test\Madrid_crop_65.png,Barcelona.jpg
./images/test\Madrid_crop_66.png,Barcelona.jpg
./images/test\Madrid_crop_67.png,Barcelona.jpg
./images/test\Madrid_crop_68.png,Barcelona.jpg
./images/test\Madrid_crop_69.png,Barcelona.jpg
./images/test\Madrid_crop_7.png,Barcelona.jpg
./images/test\Madrid_crop_70.png,Barcelona.jpg
./images/test\Madrid_crop_71.png,Barcelona.jpg
./images/test\Madrid_crop_72.png,Barcelona.jpg
./images/test\Madrid_crop_73.png,Barcelona.jpg
./images/test\Madrid_crop_74.png,Barcelona.jpg
./images/test\Madrid_crop_75.png,Barcelona.jpg
./images/test\Madrid_crop_76.png,Madrid.jpg
./images/test\Madrid_crop_77.png,Barcelona.jpg
./images/test\Madrid_crop_78.png,Barcelona.jpg
./images/test\Madrid_crop_79.png,Stockholm.jpg
./images/test\Madrid_crop_8.png,Barcelona.jpg
./images/test\Madrid_crop_80.png,Barcelona.jpg
./images/test\Madrid_crop_81.png,Barcelona.jpg
./images/test\Madrid_crop_82.png,Barcelona.jpg
./images/test\Madrid_crop_83.png,Barcelona.jpg
./images/test\Madrid_crop_84.png,Stockholm.jpg
./images/test\Madrid_crop_85.png,Barcelona.jpg
./images/test\Madrid_crop_86.png,Barcelona.jpg
./images/test\Madrid_crop_87.png,Barcelona.jpg
./images/test\Madrid_crop_88.png,Barcelona.jpg
./images/test\Madrid_crop_89.png,Madrid.jpg
./images/test\Madrid_crop_9.png,Barcelona.jpg
./images/test\Madrid_crop_90.png,Barcelona.jpg
./images/test\Madrid_crop_92.png,Barcelona.jpg
./images/test\Madrid_crop_93.png,Madrid.jpg
./images/test\Madrid_crop_94.png,Barcelona.jpg
./images/test\Madrid_crop_95.png,Barcelona.jpg
./images/test\Madrid_crop_96.png,Barcelona.jpg
./images/test\Madrid_crop_97.png,Barcelona.jpg
./images/test\Madrid_crop_98.png,Barcelona.jpg
./images/test\Madrid_crop_99.png,Barcelona.jpg
./images/test\Paris_crop_0.png,Barcelona.jpg
./images/test\Paris_crop_1.png,Barcelona.jpg
./images/test\Paris_crop_10.png,Barcelona.jpg
./images/test\Paris_crop_11.png,Barcelona.jpg
./images/test\Paris_crop_12.png,Barcelona.jpg
./images/test\Paris_crop_14.png,Barcelona.jpg
./images/test\Paris_crop_16.png,Barcelona.jpg
./images/test\Paris_crop_17.png,Barcelona.jpg
./images/test\Paris_crop_18.png,Barcelona.jpg
./images/test\Paris_crop_19.png,Barcelona.jpg
./images/test\Paris_crop_2.png,Barcelona.jpg
./images/test\Paris_crop_20.png,Barcelona.jpg
./images/test\Paris_crop_21.png,Barcelona.jpg
./images/test\Paris_crop_24.png,Stockholm.jpg
./images/test\Paris_crop_25.png,Barcelona.jpg
./images/test\Paris_crop_26.png,Stockholm.jpg
./images/test\Paris_crop_27.png,Barcelona.jpg
./images/test\Paris_crop_3.png,Barcelona.jpg
./images/test\Paris_crop_30.png,Barcelona.jpg
./images/test\Paris_crop_31.png,Barcelona.jpg
./images/test\Paris_crop_32.png,Barcelona.jpg
./images/test\Paris_crop_33.png,Barcelona.jpg
./images/test\Paris_crop_34.png,Barcelona.jpg
./images/test\Paris_crop_35.png,Barcelona.jpg
./images/test\Paris_crop_36.png,Barcelona.jpg
./images/test\Paris_crop_37.png,Barcelona.jpg
./images/test\Paris_crop_38.png,Barcelona.jpg
./images/test\Paris_crop_39.png,Barcelona.jpg
./images/test\Paris_crop_4.png,Barcelona.jpg
./images/test\Paris_crop_40.png,Barcelona.jpg
./images/test\Paris_crop_41.png,Stockholm.jpg
./images/test\Paris_crop_42.png,Stockholm.jpg
./images/test\Paris_crop_44.png,Barcelona.jpg
./images/test\Paris_crop_45.png,Barcelona.jpg
./images/test\Paris_crop_46.png,Barcelona.jpg
./images/test\Paris_crop_47.png,Barcelona.jpg
./images/test\Paris_crop_48.png,Barcelona.jpg
./images/test\Paris_crop_49.png,Barcelona.jpg
./images/test\Paris_crop_5.png,Barcelona.jpg
./images/test\Paris_crop_50.png,Barcelona.jpg
./images/test\Paris_crop_51.png,Barcelona.jpg
./images/test\Paris_crop_52.png,Barcelona.jpg
./images/test\Paris_crop_53.png,Barcelona.jpg
./images/test\Paris_crop_54.png,Barcelona.jpg
./images/test\Paris_crop_55.png,Barcelona.jpg
./images/test\Paris_crop_56.png,Barcelona.jpg
./images/test\Paris_crop_57.png,Barcelona.jpg
./images/test\Paris_crop_58.png,Barcelona.jpg
./images/test\Paris_crop_59.png,Barcelona.jpg
./images/test\Paris_crop_6.png,Barcelona.jpg
./images/test\Paris_crop_60.png,Barcelona.jpg
./images/test\Paris_crop_61.png,Barcelona.jpg
./images/test\Paris_crop_63.png,Barcelona.jpg
./images/test\Paris_crop_64.png,Barcelona.jpg
./images/test\Paris_crop_65.png,Barcelona.jpg
./images/test\Paris_crop_66.png,Stockholm.jpg
./images/test\Paris_crop_67.png,Barcelona.jpg
./images/test\Paris_crop_68.png,Barcelona.jpg
./images/test\Paris_crop_69.png,Barcelona.jpg
./images/test\Paris_crop_7.png,Stockholm.jpg
./images/test\Paris_crop_70.png,Barcelona.jpg
./images/test\Paris_crop_72.png,Barcelona.jpg
./images/test\Paris_crop_73.png,Barcelona.jpg
./images/test\Paris_crop_75.png,Barcelona.jpg
./images/test\Paris_crop_76.png,Barcelona.jpg
./images/test\Paris_crop_77.png,Barcelona.jpg
./images/test\Paris_crop_78.png,Barcelona.jpg
./images/test\Paris_crop_79.png,Barcelona.jpg
./images/test\Paris_crop_8.png,Barcelona.jpg
./images/test\Paris_crop_80.png,Barcelona.jpg
./images/test\Paris_crop_81.png,Barcelona.jpg
./images/test\Paris_crop_82.png,Barcelona.jpg
./images/test\Paris_crop_83.png,Barcelona.jpg
./images/test\Paris_crop_85.png,Barcelona.jpg
./images/test\Paris_crop_86.png,Stockholm.jpg
./images/test\Paris_crop_87.png,Barcelona.jpg
./images/test\Paris_crop_88.png,Barcelona.jpg
./images/test\Paris_crop_89.png,Barcelona.jpg
./images/test\Paris_crop_9.png,Barcelona.jpg
./images/test\Paris_crop_91.png,Barcelona.jpg
./images/test\Paris_crop_92.png,Barcelona.jpg
./images/test\Paris_crop_94.png,Stockholm.jpg
./images/test\Paris_crop_95.png,Barcelona.jpg
